"$epsilon_r []","Freq [GHz]","dB(S(1,1)) []"
4.3032,4.0635,-6.94980064791807
4.3032,4.064,-6.91264205585485
4.3032,4.0645,-6.87579237202364
4.3032,4.065,-6.83924810479835
4.3032,4.0655,-6.80300581702571
4.3032,4.066,-6.76706212486164
4.3032,4.0665,-6.73141369664021
4.3032,4.067,-6.69605725177287
4.3032,4.0675,-6.66098955967797
4.3032,4.068,-6.62620743873943
4.3032,4.0685,-6.59170775529334
4.3032,4.069,-6.55748742264125
4.3032,4.0695,-6.5235434000906
4.3032,4.07,-6.48987269201973
4.3032,4.0705,-6.45647234696782
4.3032,4.071,-6.42333945674882
4.3032,4.0715,-6.39047115558788
4.3032,4.072,-6.35786461928083
4.3032,4.0725,-6.32551706437471
4.3032,4.073,-6.29342574736938
4.3032,4.0735,-6.26158796393969
4.3032,4.074,-6.23000104817697
4.3032,4.0745,-6.19866237184979
4.3032,4.075,-6.16756934368315
4.3032,4.0755,-6.13671940865575
4.3032,4.076,-6.10611004731416
4.3032,4.0765,-6.07573877510453
4.3032,4.077,-6.04560314172011
4.3032,4.0775,-6.01570073046476
4.3032,4.078,-5.98602915763216
4.3032,4.0785,-5.95658607189937
4.3032,4.079,-5.92736915373553
4.3032,4.0795,-5.8983761148242
4.3032,4.08,-5.86960469749941
4.3032,4.0805,-5.84105267419519
4.3032,4.081,-5.81271784690798
4.3032,4.0815,-5.78459804667098
4.3032,4.082,-5.75669113304164
4.3032,4.0825,-5.72899499360017
4.3032,4.083,-5.70150754345979
4.3032,4.0835,-5.67422672478824
4.3032,4.084,-5.64715050634008
4.3032,4.0845,-5.62027688299924
4.3032,4.085,-5.59360387533247
4.3032,4.0855,-5.56712952915193
4.3032,4.086,-5.54085191508832
4.3032,4.0865,-5.51476912817274
4.3032,4.087,-5.48887928742806
4.3032,4.0875,-5.46318053546925
4.3032,4.088,-5.43767103811228
4.3032,4.0885,-5.41234898399133
4.3032,4.089,-5.38721258418461
4.3032,4.0895,-5.36226007184789
4.3032,4.09,-5.33748970185572
4.3032,4.0905,-5.31289975045074
4.3032,4.091,-5.28848851489982
4.3032,4.0915,-5.26425431315757
4.3032,4.092,-5.24019548353721
4.3032,4.0925,-5.21631038438764
4.3032,4.093,-5.1925973937778
4.3032,4.0935,-5.16905490918699
4.3032,4.094,-5.1456813472018
4.3032,4.0945,-5.12247514321922
4.3032,4.095,-5.09943475115558
4.3032,4.0955,-5.07655864316128
4.3032,4.096,-5.05384530934167
4.3032,4.0965,-5.03129325748298
4.3032,4.097,-5.00890101278379
4.3032,4.0975,-4.98666711759218
4.3032,4.098,-4.96459013114748
4.3032,4.0985,-4.94266862932734
4.3032,4.099,-4.92090120439986
4.3032,4.0995,-4.89928646478009
4.3032,4.1,-4.87782303479164
4.3032,4.1005,-4.85650955443267
4.3032,4.101,-4.83534467914605
4.3032,4.1015,-4.81432707959458
4.3032,4.102,-4.79345544143971
4.3032,4.1025,-4.77272846512476
4.3032,4.103,-4.7521448656623
4.3032,4.1035,-4.73170337242521
4.3032,4.104,-4.71140272894168
4.3032,4.1045,-4.69124169269417
4.3032,4.105,-4.67121903492182
4.3032,4.1055,-4.65133354042652
4.3032,4.106,-4.63158400738264
4.3032,4.1065,-4.61196924714994
4.3032,4.107,-4.59248808409013
4.3032,4.1075,-4.5731393553865
4.3032,4.108,-4.55392191086679
4.3032,4.1085,-4.53483461282933
4.3032,4.109,-4.51587633587215
4.3032,4.1095,-4.49704596672497
4.3032,4.11,-4.4783424040844
4.3032,4.1105,-4.45976455845188
4.3032,4.111,-4.44131135197423
4.3032,4.1115,-4.42298171828733
4.3032,4.112,-4.40477460236218
4.3032,4.1125,-4.38668896035367
4.3032,4.113,-4.36872375945209
4.3032,4.1135,-4.35087797773677
4.3032,4.114,-4.3331506040327
4.3032,4.1145,-4.31554063776913
4.3032,4.115,-4.29804708884063
4.3032,4.1155,-4.28066897747072
4.3032,4.116,-4.26340533407744
4.3032,4.1165,-4.24625519914116
4.3032,4.117,-4.22921762307488
4.3032,4.1175,-4.21229166609632
4.3032,4.118,-4.19547639810208
4.3032,4.1185,-4.17877089854421
4.3032,4.119,-4.1621742563084
4.3032,4.1195,-4.14568556959415
4.3032,4.12,-4.12930394579719
4.3032,4.1205,-4.11302850139332
4.3032,4.121,-4.09685836182454
4.3032,4.1215,-4.0807926613866
4.3032,4.122,-4.06483054311851
4.3032,4.1225,-4.04897115869384
4.3032,4.123,-4.03321366831358
4.3032,4.1235,-4.01755724060065
4.3032,4.124,-4.00200105249626
4.3032,4.1245,-3.98654428915763
4.3032,4.125,-3.97118614385735
4.3032,4.1255,-3.95592581788444
4.3032,4.126,-3.94076252044658
4.3032,4.1265,-3.92569546857424
4.3032,4.127,-3.91072388702595
4.3032,4.1275,-3.89584700819506
4.3032,4.128,-3.881064072018
4.3032,4.1285,-3.86637432588387
4.3032,4.129,-3.85177702454524
4.3032,4.1295,-3.83727143003055
4.3032,4.13,-3.82285681155753
4.3032,4.1305,-3.80853244544802
4.3032,4.131,-3.79429761504406
4.3032,4.1315,-3.78015161062524
4.3032,4.132,-3.76609372932701
4.3032,4.1325,-3.75212327506056
4.3032,4.133,-3.73823955843348
4.3032,4.1335,-3.72444189667189
4.3032,4.134,-3.71072961354345
4.3032,4.1345,-3.69710203928151
4.3032,4.135,-3.68355851051052
4.3032,4.1355,-3.67009837017228
4.3032,4.136,-3.65672096745328
4.3032,4.1365,-3.64342565771322
4.3032,4.137,-3.63021180241437
4.3032,4.1375,-3.61707876905188
4.3032,4.138,-3.6040259310853
4.3032,4.1385,-3.59105266787083
4.3032,4.139,-3.57815836459454
4.3032,4.1395,-3.56534241220667
4.3032,4.14,-3.55260420735657
4.3032,4.1405,-3.53994315232884
4.3032,4.141,-3.52735865498012
4.3032,4.1415,-3.51485012867672
4.3032,4.142,-3.50241699223334
4.3032,4.1425,-3.4900586698524
4.3032,4.143,-3.4777745910642
4.3032,4.1435,-3.465564190668
4.3032,4.144,-3.4534269086739
4.3032,4.1445,-3.44136219024522
4.3032,4.145,-3.42936948564209
4.3032,4.1455,-3.41744825016544
4.3032,4.146,-3.40559794410178
4.3032,4.1465,-3.39381803266898
4.3032,4.147,-3.38210798596232
4.3032,4.1475,-3.37046727890169
4.3032,4.148,-3.35889539117917
4.3032,4.1485,-3.34739180720743
4.3032,4.149,-3.33595601606879
4.3032,4.1495,-3.32458751146493
4.3032,4.15,-3.31328579166717
4.3032,4.1505,-3.3020503594676
4.3032,4.151,-3.29088072213063
4.3032,4.1515,-3.27977639134519
4.3032,4.152,-3.26873688317768
4.3032,4.1525,-3.25776171802543
4.3032,4.153,-3.24685042057063
4.3032,4.1535,-3.2360025197351
4.3032,4.154,-3.22521754863543
4.3032,4.1545,-3.21449504453876
4.3032,4.155,-3.20383454881914
4.3032,4.1555,-3.1932356069143
4.3032,4.156,-3.18269776828321
4.3032,4.1565,-3.17222058636395
4.3032,4.157,-3.16180361853213
4.3032,4.1575,-3.15144642605997
4.3032,4.158,-3.14114857407573
4.3032,4.1585,-3.13090963152373
4.3032,4.159,-3.12072917112478
4.3032,4.1595,-3.11060676933725
4.3032,4.16,-3.10054200631839
4.3032,4.1605,-3.09053446588635
4.3032,4.161,-3.08058373548247
4.3032,4.1615,-3.07068940613422
4.3032,4.162,-3.06085107241845
4.3032,4.1625,-3.05106833242501
4.3032,4.163,-3.04134078772109
4.3032,4.1635,-3.03166804331576
4.3032,4.164,-3.02204970762492
4.3032,4.1645,-3.01248539243683
4.3032,4.165,-3.00297471287798
4.3032,4.1655,-2.99351728737924
4.3032,4.166,-2.98411273764265
4.3032,4.1665,-2.97476068860843
4.3032,4.167,-2.96546076842238
4.3032,4.1675,-2.95621260840383
4.3032,4.168,-2.94701584301369
4.3032,4.1685,-2.93787010982323
4.3032,4.169,-2.92877504948289
4.3032,4.1695,-2.91973030569161
4.3032,4.17,-2.91073552516658
4.3032,4.1705,-2.90179035761322
4.3032,4.171,-2.89289445569553
4.3032,4.1715,-2.88404747500687
4.3032,4.172,-2.875249074041
4.3032,4.1725,-2.86649891416342
4.3032,4.173,-2.85779665958319
4.3032,4.1735,-2.84914197732489
4.3032,4.174,-2.84053453720101
4.3032,4.1745,-2.8319740117847
4.3032,4.175,-2.82346007638264
4.3032,4.1755,-2.81499240900846
4.3032,4.176,-2.80657069035633
4.3032,4.1765,-2.79819460377476
4.3032,4.177,-2.78986383524096
4.3032,4.1775,-2.78157807333523
4.3032,4.178,-2.77333700921575
4.3032,4.1785,-2.76514033659368
4.3032,4.179,-2.75698775170853
4.3032,4.1795,-2.74887895330367
4.3032,4.18,-2.74081364260234
4.3032,4.1805,-2.73279152328381
4.3032,4.181,-2.72481230145969
4.3032,4.1815,-2.71687568565077
4.3032,4.182,-2.70898138676387
4.3032,4.1825,-2.70112911806911
4.3032,4.183,-2.69331859517734
4.3032,4.1835,-2.68554953601785
4.3032,4.184,-2.67782166081628
4.3032,4.1845,-2.67013469207293
4.3032,4.185,-2.66248835454107
4.3032,4.1855,-2.65488237520569
4.3032,4.186,-2.64731648326239
4.3032,4.1865,-2.63979041009645
4.3032,4.187,-2.63230388926231
4.3032,4.1875,-2.6248566564631
4.3032,4.188,-2.61744844953035
4.3032,4.1885,-2.61007900840425
4.3032,4.189,-2.60274807511362
4.3032,4.1895,-2.59545539375659
4.3032,4.19,-2.58820071048117
4.3032,4.1905,-2.58098377346608
4.3032,4.191,-2.57380433290195
4.3032,4.1915,-2.56666214097251
4.3032,4.192,-2.55955695183611
4.3032,4.1925,-2.5524885216074
4.3032,4.193,-2.54545660833922
4.3032,4.1935,-2.53846097200463
4.3032,4.194,-2.53150137447924
4.3032,4.1945,-2.52457757952356
4.3032,4.195,-2.51768935276576
4.3032,4.1955,-2.5108364616844
4.3032,4.196,-2.50401867559145
4.3032,4.1965,-2.4972357656155
4.3032,4.197,-2.49048750468508
4.3032,4.1975,-2.48377366751221
4.3032,4.198,-2.47709403057613
4.3032,4.1985,-2.47044837210713
4.3032,4.199,-2.46383647207063
4.3032,4.1995,-2.45725811215137
4.3032,4.2,-2.45071307573781
4.3032,4.2005,-2.44420114790667
4.3032,4.201,-2.43772211540759
4.3032,4.2015,-2.431275766648
4.3032,4.202,-2.42486189167822
4.3032,4.2025,-2.41848028217652
4.3032,4.203,-2.41213073143449
4.3032,4.2035,-2.40581303434252
4.3032,4.204,-2.39952698737543
4.3032,4.2045,-2.39327238857821
4.3032,4.205,-2.38704903755198
4.3032,4.2055,-2.38085673544005
4.3032,4.206,-2.37469528491409
4.3032,4.2065,-2.36856449016051
4.3032,4.207,-2.36246415686695
4.3032,4.2075,-2.35639409220889
4.3032,4.208,-2.35035410483641
4.3032,4.2085,-2.34434400486108
4.3032,4.209,-2.33836360384302
4.3032,4.2095,-2.33241271477805
4.3032,4.21,-2.32649115208492
4.3032,4.2105,-2.32059873159286
4.3032,4.211,-2.31473527052897
4.3032,4.2115,-2.30890058750601
4.3032,4.212,-2.30309450251014
4.3032,4.2125,-2.29731683688885
4.3032,4.213,-2.29156741333898
4.3032,4.2135,-2.28584605589495
4.3032,4.214,-2.28015258991694
4.3032,4.2145,-2.27448684207936
4.3032,4.215,-2.26884864035931
4.3032,4.2155,-2.26323781402523
4.3032,4.216,-2.25765419362566
4.3032,4.2165,-2.25209761097805
4.3032,4.217,-2.24656789915773
4.3032,4.2175,-2.24106489248702
4.3032,4.218,-2.23558842652435
4.3032,4.2185,-2.23013833805357
4.3032,4.219,-2.22471446507336
4.3032,4.2195,-2.21931664678672
4.3032,4.22,-2.21394472359053
4.3032,4.2205,-2.20859853706533
4.3032,4.221,-2.20327792996504
4.3032,4.2215,-2.19798274620689
4.3032,4.222,-2.19271283086148
4.3032,4.2225,-2.18746803014277
4.3032,4.223,-2.18224819139841
4.3032,4.2235,-2.17705316309991
4.3032,4.224,-2.17188279483308
4.3032,4.2245,-2.16673693728852
4.3032,4.225,-2.1616154422522
4.3032,4.2255,-2.15651816259607
4.3032,4.226,-2.15144495226888
4.3032,4.2265,-2.14639566628697
4.3032,4.227,-2.14137016072526
4.3032,4.2275,-2.13636829270821
4.3032,4.228,-2.13138992040098
4.3032,4.2285,-2.12643490300058
4.3032,4.229,-2.1215031007272
4.3032,4.2295,-2.11659437481551
4.3032,4.23,-2.11170858750614
4.3032,4.2305,-2.10684560203721
4.3032,4.231,-2.10200528263592
4.3032,4.2315,-2.09718749451026
4.3032,4.232,-2.09239210384077
4.3032,4.2325,-2.08761897777234
4.3032,4.233,-2.08286798440622
4.3032,4.2335,-2.07813899279196
4.3032,4.234,-2.07343187291949
4.3032,4.2345,-2.0687464957113
4.3032,4.235,-2.06408273301464
4.3032,4.2355,-2.05944045759385
4.3032,4.236,-2.05481954312269
4.3032,4.2365,-2.05021986417679
4.3032,4.237,-2.04564129622624
4.3032,4.2375,-2.04108371562808
4.3032,4.238,-2.03654699961899
4.3032,4.2385,-2.03203102630806
4.3032,4.239,-2.02753567466953
4.3032,4.2395,-2.02306082453564
4.3032,4.24,-2.01860635658964
4.3032,4.2405,-2.01417215235869
4.3032,4.241,-2.00975809420696
4.3032,4.2415,-2.00536406532879
4.3032,4.242,-2.00098994974185
4.3032,4.2425,-1.99663563228032
4.3032,4.243,-1.99230099858835
4.3032,4.2435,-1.98798593511332
4.3032,4.244,-1.98369032909934
4.3032,4.2445,-1.97941406858073
4.3032,4.245,-1.97515704237555
4.3032,4.2455,-1.97091914007929
4.3032,4.246,-1.96670025205848
4.3032,4.2465,-1.96250026944449
4.3032,4.247,-1.95831908412726
4.3032,4.2475,-1.95415658874918
4.3032,4.248,-1.95001267669902
4.3032,4.2485,-1.94588724210587
4.3032,4.249,-1.94178017983318
4.3032,4.2495,-1.93769138547278
4.3032,4.25,-1.9336207553391
4.3032,4.2505,-1.92956818646324
4.3032,4.251,-1.92553357658735
4.3032,4.2515,-1.92151682415876
4.3032,4.252,-1.91751782832445
4.3032,4.2525,-1.91353648892537
4.3032,4.253,-1.9095727064909
4.3032,4.2535,-1.90562638223334
4.3032,4.254,-1.90169741804249
4.3032,4.2545,-1.89778571648018
4.3032,4.255,-1.89389118077498
4.3032,4.2555,-1.89001371481683
4.3032,4.256,-1.88615322315181
4.3032,4.2565,-1.88230961097693
4.3032,4.257,-1.87848278413496
4.3032,4.2575,-1.87467264910929
4.3032,4.258,-1.87087911301888
4.3032,4.2585,-1.86710208361324
4.3032,4.259,-1.86334146926738
4.3032,4.2595,-1.85959717897697
4.3032,4.26,-1.85586912235339
4.3032,4.2605,-1.85215720961886
4.3032,4.261,-1.84846135160167
4.3032,4.2615,-1.84478145973144
4.3032,4.262,-1.84111744603428
4.3032,4.2625,-1.83746922312829
4.3032,4.263,-1.83383670421877
4.3032,4.2635,-1.83021980309368
4.3032,4.264,-1.82661843411911
4.3032,4.2645,-1.82303251223471
4.3032,4.265,-1.81946195294927
4.3032,4.2655,-1.81590667233624
4.3032,4.266,-1.81236658702934
4.3032,4.2665,-1.80884161421824
4.3032,4.267,-1.80533167164421
4.3032,4.2675,-1.80183667759581
4.3032,4.268,-1.79835655090473
4.3032,4.2685,-1.79489121094151
4.3032,4.269,-1.79144057761137
4.3032,4.2695,-1.78800457135015
4.3032,4.27,-1.78458311312013
4.3032,4.2705,-1.78117612440604
4.3032,4.271,-1.77778352721098
4.3032,4.2715,-1.77440524405245
4.3032,4.272,-1.77104119795841
4.3032,4.2725,-1.76769131246337
4.3032,4.273,-1.76435551160442
4.3032,4.2735,-1.7610337199175
4.3032,4.274,-1.75772586243352
4.3032,4.2745,-1.75443186467453
4.3032,4.275,-1.75115165265006
4.3032,4.2755,-1.74788515285335
4.3032,4.276,-1.74463229225766
4.3032,4.2765,-1.74139299831262
4.3032,4.277,-1.73816719894059
4.3032,4.2775,-1.73495482253315
4.3032,4.278,-1.7317557979474
4.3032,4.2785,-1.72857005450254
4.3032,4.279,-1.72539752197634
4.3032,4.2795,-1.72223813060166
4.3032,4.28,-1.71909181106298
4.3032,4.2805,-1.71595849449305
4.3032,4.281,-1.71283811246949
4.3032,4.2815,-1.70973059701139
4.3032,4.282,-1.70663588057607
4.3032,4.2825,-1.70355389605569
4.3032,4.283,-1.70048457677405
4.3032,4.2835,-1.69742785648335
4.3032,4.284,-1.69438366936092
4.3032,4.2845,-1.69135195000611
4.3032,4.285,-1.68833263343706
4.3032,4.2855,-1.68532565508765
4.3032,4.286,-1.6823309508043
4.3032,4.2865,-1.679348456843
4.3032,4.287,-1.67637810986615
4.3032,4.2875,-1.67341984693962
4.3032,4.288,-1.67047360552972
4.3032,4.2885,-1.66753932350019
4.3032,4.289,-1.66461693910932
4.3032,4.2895,-1.66170639100696
4.3032,4.29,-1.65880761823166
4.3032,4.2905,-1.65592056020779
4.3032,4.291,-1.65304515674265
4.3032,4.2915,-1.65018134802371
4.3032,4.292,-1.64732907461576
4.3032,4.2925,-1.64448827745812
4.3032,4.293,-1.6416588978619
4.3032,4.2935,-1.6388408775073
4.3032,4.294,-1.63603415844085
4.3032,4.2945,-1.63323868307272
4.3032,4.295,-1.63045439417411
4.3032,4.2955,-1.62768123487453
4.3032,4.296,-1.62491914865924
4.3032,4.2965,-1.62216807936664
4.3032,4.297,-1.61942797118563
4.3032,4.2975,-1.61669876865315
4.3032,4.298,-1.61398041665158
4.3032,4.2985,-1.61127286040623
4.3032,4.299,-1.60857604548289
4.3032,4.2995,-1.60588991778528
4.3032,4.3,-1.60321442355266
4.3032,4.3005,-1.60054950935742
4.3032,4.301,-1.59789512210254
4.3032,4.3015,-1.59525120901936
4.3032,4.302,-1.59261771766511
4.3032,4.3025,-1.58999459592057
4.3032,4.303,-1.58738179198773
4.3032,4.3035,-1.58477925438752
4.3032,4.304,-1.58218693195747
4.3032,4.3045,-1.57960477384943
4.3032,4.305,-1.57703272952735
4.3032,4.3055,-1.57447074876502
4.3032,4.306,-1.57191878164382
4.3032,4.3065,-1.56937677855056
4.3032,4.307,-1.56684469017528
4.3032,4.3075,-1.56432246750906
4.3032,4.308,-1.5618100618419
4.3032,4.3085,-1.5593074247606
4.3032,4.309,-1.55681450814658
4.3032,4.3095,-1.55433126417383
4.3032,4.31,-1.55185764530685
4.3032,4.3105,-1.54939360429853
4.3032,4.311,-1.54693909418814
4.3032,4.3115,-1.54449406829928
4.3032,4.312,-1.54205848023789
4.3032,4.3125,-1.53963228389021
4.3032,4.313,-1.53721543342085
4.3032,4.3135,-1.53480788327077
4.3032,4.314,-1.53240958815539
4.3032,4.3145,-1.53002050306259
4.3032,4.315,-1.52764058325083
4.3032,4.3155,-1.52526978424725
4.3032,4.316,-1.52290806184576
4.3032,4.3165,-1.52055537210517
4.3032,4.317,-1.51821167134736
4.3032,4.3175,-1.51587691615537
4.3032,4.318,-1.51355106337166
4.3032,4.3185,-1.51123407009624
4.3032,4.319,-1.50892589368487
4.3032,4.3195,-1.50662649174729
4.3032,4.32,-1.50433582214543
4.3032,4.3205,-1.50205384299168
4.3032,4.321,-1.49978051264715
4.3032,4.3215,-1.49751578971989
4.3032,4.322,-1.49525963306323
4.3032,4.3225,-1.49301200177404
4.3032,4.323,-1.49077285519108
4.3032,4.3235,-1.48854215289327
4.3032,4.324,-1.48631985469808
4.3032,4.3245,-1.48410592065986
4.3032,4.325,-1.48190031106819
4.3032,4.3255,-1.47970298644631
4.3032,4.326,-1.47751390754939
4.3032,4.3265,-1.4753330353631
4.3032,4.327,-1.47316033110191
4.3032,4.3275,-1.47099575620751
4.3032,4.328,-1.46883927234731
4.3032,4.3285,-1.46669084141288
4.3032,4.329,-1.46455042551838
4.3032,4.3295,-1.46241798699908
4.3032,4.33,-1.46029348840977
4.3032,4.3305,-1.45817689252337
4.3032,4.331,-1.45606816232937
4.3032,4.3315,-1.45396726103234
4.3032,4.332,-1.45187415205052
4.3032,4.3325,-1.44978879901434
4.3032,4.333,-1.44771116576495
4.3032,4.3335,-1.44564121635284
4.3032,4.334,-1.44357891503636
4.3032,4.3345,-1.44152422628038
4.3032,4.335,-1.43947711475481
4.3032,4.3355,-1.43743754533331
4.3032,4.336,-1.43540548309181
4.3032,4.3365,-1.43338089330722
4.3032,4.337,-1.43136374145602
4.3032,4.3375,-1.42935399321297
4.3032,4.338,-1.42735161444974
4.3032,4.3385,-1.42535657123356
4.3032,4.339,-1.42336882982596
4.3032,4.3395,-1.42138835668146
4.3032,4.34,-1.4194151184462
4.3032,4.3405,-1.41744908195676
4.3032,4.341,-1.41549021423883
4.3032,4.3415,-1.41353848250591
4.3032,4.342,-1.41159385415815
4.3032,4.3425,-1.40965629678101
4.3032,4.343,-1.40772577814407
4.3032,4.3435,-1.40580226619982
4.3032,4.344,-1.40388572908238
4.3032,4.3445,-1.40197613510637
4.3032,4.345,-1.40007345276562
4.3032,4.3455,-1.39817765073207
4.3032,4.346,-1.39628869785454
4.3032,4.3465,-1.39440656315756
4.3032,4.347,-1.39253121584021
4.3032,4.3475,-1.39066262527498
4.3032,4.348,-1.38880076100659
4.3032,4.3485,-1.38694559275093
4.3032,4.349,-1.3850970903938
4.3032,4.3495,-1.3832552239899
4.3032,4.35,-1.38141996376173
4.3032,4.3505,-1.37959128009836
4.3032,4.351,-1.37776914355448
4.3032,4.3515,-1.37595352484924
4.3032,4.352,-1.37414439486514
4.3032,4.3525,-1.37234172464704
4.3032,4.353,-1.37054548540106
4.3032,4.3535,-1.3687556484935
4.3032,4.354,-1.36697218544983
4.3032,4.3545,-1.36519506795363
4.3032,4.355,-1.3634242678456
4.3032,4.3555,-1.36165975712245
4.3032,4.356,-1.35990150793597
4.3032,4.3565,-1.35814949259198
4.3032,4.357,-1.35640368354936
4.3032,4.3575,-1.35466405341901
4.3032,4.358,-1.35293057496288
4.3032,4.3585,-1.35120322109304
4.3032,4.359,-1.34948196487063
4.3032,4.3595,-1.34776677950495
4.3032,4.36,-1.3460576383525
4.3032,4.3605,-1.34435451491601
4.3032,4.361,-1.34265738284349
4.3032,4.3615,-1.34096621592733
4.3032,4.362,-1.33928098810332
4.3032,4.3625,-1.3376016734498
4.3032,4.363,-1.33592824618667
4.3032,4.3635,-1.33426068067452
4.3032,4.364,-1.33259895141372
4.3032,4.3645,-1.33094303304353
4.3032,4.365,-1.32929290034122
4.3032,4.3655,-1.32764852822113
4.3032,4.366,-1.32600989173389
4.3032,4.3665,-1.32437696606546
4.3032,4.367,-1.32274972653632
4.3032,4.3675,-1.32112814860061
4.3032,4.368,-1.31951220784525
4.3032,4.3685,-1.31790187998911
4.3032,4.369,-1.31629714088218
4.3032,4.3695,-1.31469796650475
4.3032,4.37,-1.31310433296655
4.3032,4.3705,-1.31151621650594
4.3032,4.371,-1.30993359348911
4.3032,4.3715,-1.30835644040927
4.3032,4.372,-1.30678473388583
4.3032,4.3725,-1.3052184506636
4.3032,4.373,-1.30365756761207
4.3032,4.3735,-1.3021020617245
4.3032,4.374,-1.30055191011724
4.3032,4.3745,-1.29900709002894
4.3032,4.375,-1.29746757881973
4.3032,4.3755,-1.29593335397053
4.3032,4.376,-1.29440439308222
4.3032,4.3765,-1.29288067387495
4.3032,4.377,-1.29136217418735
4.3032,4.3775,-1.28984887197585
4.3032,4.378,-1.28834074531383
4.3032,4.3785,-1.28683777239102
4.3032,4.379,-1.28533993151267
4.3032,4.3795,-1.28384720109891
4.3032,4.38,-1.28235955968399
4.3032,4.3805,-1.28087698591557
4.3032,4.381,-1.27939945855401
